run, program, qubits, run time, number_of_transformations
85, var_q2_03_R, 2, 0.02115011215209961, 3
86, var_q2_03_R, 2, 0.02139139175415039, 3
87, var_q2_03_R, 2, 0.021185636520385742, 3
88, var_q2_03_R, 2, 0.021457672119140625, 3
89, var_q2_03_R, 2, 0.021151304244995117, 3
90, var_q2_03_R, 2, 0.02123284339904785, 3
91, var_q2_03_R, 2, 0.021677017211914062, 3
92, var_q2_03_R, 2, 0.02189493179321289, 3
93, var_q2_03_R, 2, 0.020647525787353516, 3
94, var_q2_03_R, 2, 0.021981477737426758, 3
95, var_q2_03_R, 2, 0.021380901336669922, 3
96, var_q2_03_R, 2, 0.02137279510498047, 3
97, var_q2_03_R, 2, 0.021075963973999023, 3
98, var_q2_03_R, 2, 0.02100229263305664, 3
99, var_q2_03_R, 2, 0.024727344512939453, 3
0, var_q3_00_R, 3, 0.03128981590270996, 6
1, var_q3_00_R, 3, 0.02878117561340332, 6
2, var_q3_00_R, 3, 0.028673887252807617, 6
3, var_q3_00_R, 3, 0.028500080108642578, 6
4, var_q3_00_R, 3, 0.028634071350097656, 6
5, var_q3_00_R, 3, 0.028379201889038086, 6
6, var_q3_00_R, 3, 0.02854132652282715, 6
7, var_q3_00_R, 3, 0.028615474700927734, 6
8, var_q3_00_R, 3, 0.028385162353515625, 6
9, var_q3_00_R, 3, 0.028435468673706055, 6
10, var_q3_00_R, 3, 0.02804732322692871, 6
11, var_q3_00_R, 3, 0.028757572174072266, 6
12, var_q3_00_R, 3, 0.02902531623840332, 6
13, var_q3_00_R, 3, 0.027856111526489258, 6
14, var_q3_00_R, 3, 0.028789043426513672, 6
15, var_q3_00_R, 3, 0.028876304626464844, 6
16, var_q3_00_R, 3, 0.028289079666137695, 6
17, var_q3_00_R, 3, 0.02857184410095215, 6
18, var_q3_00_R, 3, 0.0282437801361084, 6
19, var_q3_00_R, 3, 0.028893470764160156, 6
20, var_q3_00_R, 3, 0.028850793838500977, 6
21, var_q3_00_R, 3, 0.028694629669189453, 6
22, var_q3_00_R, 3, 0.02852010726928711, 6
23, var_q3_00_R, 3, 0.028391361236572266, 6
24, var_q3_00_R, 3, 0.028420448303222656, 6
25, var_q3_00_R, 3, 0.029164552688598633, 6
26, var_q3_00_R, 3, 0.028861045837402344, 6
27, var_q3_00_R, 3, 0.02860713005065918, 6
28, var_q3_00_R, 3, 0.02848672866821289, 6
29, var_q3_00_R, 3, 0.028408288955688477, 6
30, var_q3_00_R, 3, 0.02864980697631836, 6
31, var_q3_00_R, 3, 0.028826475143432617, 6
32, var_q3_00_R, 3, 0.02869701385498047, 6
33, var_q3_00_R, 3, 0.028346776962280273, 6
34, var_q3_00_R, 3, 0.031556129455566406, 6
35, var_q3_00_R, 3, 0.028810739517211914, 6
36, var_q3_00_R, 3, 0.028464555740356445, 6
37, var_q3_00_R, 3, 0.02832770347595215, 6
38, var_q3_00_R, 3, 0.028264284133911133, 6
39, var_q3_00_R, 3, 0.028739213943481445, 6
40, var_q3_00_R, 3, 0.02861475944519043, 6
41, var_q3_00_R, 3, 0.028597354888916016, 6
42, var_q3_00_R, 3, 0.028873443603515625, 6
43, var_q3_00_R, 3, 0.02905869483947754, 6
44, var_q3_00_R, 3, 0.028186559677124023, 6
45, var_q3_00_R, 3, 0.02843308448791504, 6
46, var_q3_00_R, 3, 0.02863144874572754, 6
47, var_q3_00_R, 3, 0.028454303741455078, 6
48, var_q3_00_R, 3, 0.028821229934692383, 6
49, var_q3_00_R, 3, 0.028561115264892578, 6
50, var_q3_00_R, 3, 0.029055118560791016, 6
51, var_q3_00_R, 3, 0.028666973114013672, 6
52, var_q3_00_R, 3, 0.028733491897583008, 6
53, var_q3_00_R, 3, 0.02904963493347168, 6
54, var_q3_00_R, 3, 0.02911686897277832, 6
55, var_q3_00_R, 3, 0.028603315353393555, 6
56, var_q3_00_R, 3, 0.029091596603393555, 6
57, var_q3_00_R, 3, 0.028514623641967773, 6
