run, program, qubits, run time, number_of_transformations
12, var_q2_03_R, 2, 0.020208120346069336, 3
13, var_q2_03_R, 2, 0.030622005462646484, 3
14, var_q2_03_R, 2, 0.019268512725830078, 3
15, var_q2_03_R, 2, 0.01926708221435547, 3
16, var_q2_03_R, 2, 0.019240856170654297, 3
17, var_q2_03_R, 2, 0.019562959671020508, 3
18, var_q2_03_R, 2, 0.01948714256286621, 3
19, var_q2_03_R, 2, 0.02000594139099121, 3
20, var_q2_03_R, 2, 0.019734621047973633, 3
21, var_q2_03_R, 2, 0.01964592933654785, 3
22, var_q2_03_R, 2, 0.01956939697265625, 3
23, var_q2_03_R, 2, 0.019614458084106445, 3
24, var_q2_03_R, 2, 0.019597530364990234, 3
25, var_q2_03_R, 2, 0.019722461700439453, 3
26, var_q2_03_R, 2, 0.01954197883605957, 3
27, var_q2_03_R, 2, 0.019944190979003906, 3
28, var_q2_03_R, 2, 0.01974940299987793, 3
29, var_q2_03_R, 2, 0.019744396209716797, 3
30, var_q2_03_R, 2, 0.01965475082397461, 3
31, var_q2_03_R, 2, 0.019776105880737305, 3
32, var_q2_03_R, 2, 0.019824743270874023, 3
33, var_q2_03_R, 2, 0.01975846290588379, 3
34, var_q2_03_R, 2, 0.019744396209716797, 3
35, var_q2_03_R, 2, 0.019887924194335938, 3
36, var_q2_03_R, 2, 0.019667863845825195, 3
37, var_q2_03_R, 2, 0.02016615867614746, 3
38, var_q2_03_R, 2, 0.02002882957458496, 3
39, var_q2_03_R, 2, 0.020015239715576172, 3
40, var_q2_03_R, 2, 0.03214716911315918, 3
41, var_q2_03_R, 2, 0.019655704498291016, 3
42, var_q2_03_R, 2, 0.024221420288085938, 3
43, var_q2_03_R, 2, 0.01983928680419922, 3
44, var_q2_03_R, 2, 0.020209789276123047, 3
45, var_q2_03_R, 2, 0.02029705047607422, 3
46, var_q2_03_R, 2, 0.020034313201904297, 3
47, var_q2_03_R, 2, 0.0201718807220459, 3
48, var_q2_03_R, 2, 0.020381689071655273, 3
49, var_q2_03_R, 2, 0.020282268524169922, 3
50, var_q2_03_R, 2, 0.020914554595947266, 3
51, var_q2_03_R, 2, 0.02027106285095215, 3
52, var_q2_03_R, 2, 0.02033257484436035, 3
53, var_q2_03_R, 2, 0.02018570899963379, 3
54, var_q2_03_R, 2, 0.02014636993408203, 3
55, var_q2_03_R, 2, 0.01984119415283203, 3
56, var_q2_03_R, 2, 0.02044987678527832, 3
57, var_q2_03_R, 2, 0.020031452178955078, 3
58, var_q2_03_R, 2, 0.020488977432250977, 3
59, var_q2_03_R, 2, 0.020149946212768555, 3
60, var_q2_03_R, 2, 0.020216703414916992, 3
61, var_q2_03_R, 2, 0.019848108291625977, 3
62, var_q2_03_R, 2, 0.020573139190673828, 3
63, var_q2_03_R, 2, 0.02032947540283203, 3
64, var_q2_03_R, 2, 0.0203402042388916, 3
65, var_q2_03_R, 2, 0.02007889747619629, 3
66, var_q2_03_R, 2, 0.020252227783203125, 3
67, var_q2_03_R, 2, 0.02028369903564453, 3
68, var_q2_03_R, 2, 0.020043611526489258, 3
69, var_q2_03_R, 2, 0.020699024200439453, 3
70, var_q2_03_R, 2, 0.02027273178100586, 3
71, var_q2_03_R, 2, 0.02056431770324707, 3
72, var_q2_03_R, 2, 0.020296573638916016, 3
73, var_q2_03_R, 2, 0.02009296417236328, 3
74, var_q2_03_R, 2, 0.02020573616027832, 3
75, var_q2_03_R, 2, 0.020001888275146484, 3
76, var_q2_03_R, 2, 0.020459890365600586, 3
77, var_q2_03_R, 2, 0.019855499267578125, 3
78, var_q2_03_R, 2, 0.02015852928161621, 3
79, var_q2_03_R, 2, 0.02018117904663086, 3
80, var_q2_03_R, 2, 0.020444393157958984, 3
81, var_q2_03_R, 2, 0.020911216735839844, 3
82, var_q2_03_R, 2, 0.020211458206176758, 3
83, var_q2_03_R, 2, 0.019962310791015625, 3
84, var_q2_03_R, 2, 0.020007610321044922, 3
85, var_q2_03_R, 2, 0.020571231842041016, 3
86, var_q2_03_R, 2, 0.020447254180908203, 3
87, var_q2_03_R, 2, 0.020316362380981445, 3
88, var_q2_03_R, 2, 0.02045154571533203, 3
89, var_q2_03_R, 2, 0.020086288452148438, 3
90, var_q2_03_R, 2, 0.020221233367919922, 3
91, var_q2_03_R, 2, 0.020496129989624023, 3
92, var_q2_03_R, 2, 0.020720958709716797, 3
93, var_q2_03_R, 2, 0.020596027374267578, 3
94, var_q2_03_R, 2, 0.020273923873901367, 3
95, var_q2_03_R, 2, 0.020599365234375, 3
96, var_q2_03_R, 2, 0.020827054977416992, 3
97, var_q2_03_R, 2, 0.020123958587646484, 3
98, var_q2_03_R, 2, 0.020655393600463867, 3
99, var_q2_03_R, 2, 0.05064201354980469, 3
0, var_q3_00_R, 3, 0.028760671615600586, 6
1, var_q3_00_R, 3, 0.027276277542114258, 6
2, var_q3_00_R, 3, 0.02802753448486328, 6
3, var_q3_00_R, 3, 0.0287322998046875, 6
4, var_q3_00_R, 3, 0.027452945709228516, 6
5, var_q3_00_R, 3, 0.028111696243286133, 6
6, var_q3_00_R, 3, 0.02757859230041504, 6
7, var_q3_00_R, 3, 0.02798628807067871, 6
8, var_q3_00_R, 3, 0.02849268913269043, 6
9, var_q3_00_R, 3, 0.0286867618560791, 6
10, var_q3_00_R, 3, 0.02726459503173828, 6
11, var_q3_00_R, 3, 0.027140140533447266, 6
12, var_q3_00_R, 3, 0.026473045349121094, 6
13, var_q3_00_R, 3, 0.028284549713134766, 6
14, var_q3_00_R, 3, 0.0283203125, 6
15, var_q3_00_R, 3, 0.02805948257446289, 6
16, var_q3_00_R, 3, 0.028089284896850586, 6
17, var_q3_00_R, 3, 0.027411937713623047, 6
18, var_q3_00_R, 3, 0.026988983154296875, 6
19, var_q3_00_R, 3, 0.026932716369628906, 6
20, var_q3_00_R, 3, 0.028320789337158203, 6
21, var_q3_00_R, 3, 0.02880072593688965, 6
22, var_q3_00_R, 3, 0.02782917022705078, 6
23, var_q3_00_R, 3, 0.027345657348632812, 6
24, var_q3_00_R, 3, 0.0281980037689209, 6
25, var_q3_00_R, 3, 0.027520418167114258, 6
26, var_q3_00_R, 3, 0.029072284698486328, 6
27, var_q3_00_R, 3, 0.02864241600036621, 6
28, var_q3_00_R, 3, 0.027454853057861328, 6
29, var_q3_00_R, 3, 0.02839493751525879, 6
30, var_q3_00_R, 3, 0.027653217315673828, 6
31, var_q3_00_R, 3, 0.027686595916748047, 6
32, var_q3_00_R, 3, 0.028211116790771484, 6
33, var_q3_00_R, 3, 0.0285952091217041, 6
34, var_q3_00_R, 3, 0.027790307998657227, 6
35, var_q3_00_R, 3, 0.028131723403930664, 6
36, var_q3_00_R, 3, 0.028254032135009766, 6
37, var_q3_00_R, 3, 0.027837753295898438, 6
38, var_q3_00_R, 3, 0.028023719787597656, 6
39, var_q3_00_R, 3, 0.028237342834472656, 6
40, var_q3_00_R, 3, 0.02745795249938965, 6
41, var_q3_00_R, 3, 0.028706789016723633, 6
42, var_q3_00_R, 3, 0.027704238891601562, 6
43, var_q3_00_R, 3, 0.02664804458618164, 6
44, var_q3_00_R, 3, 0.027106523513793945, 6
45, var_q3_00_R, 3, 0.027350425720214844, 6
46, var_q3_00_R, 3, 0.027593135833740234, 6
47, var_q3_00_R, 3, 0.028722524642944336, 6
48, var_q3_00_R, 3, 0.028486251831054688, 6
49, var_q3_00_R, 3, 0.028137922286987305, 6
50, var_q3_00_R, 3, 0.028261423110961914, 6
51, var_q3_00_R, 3, 0.02808237075805664, 6
52, var_q3_00_R, 3, 0.027545690536499023, 6
53, var_q3_00_R, 3, 0.02805304527282715, 6
54, var_q3_00_R, 3, 0.02773594856262207, 6
55, var_q3_00_R, 3, 0.03179597854614258, 6
56, var_q3_00_R, 3, 0.028540611267089844, 6
57, var_q3_00_R, 3, 0.02915167808532715, 6
58, var_q3_00_R, 3, 0.028216123580932617, 6
59, var_q3_00_R, 3, 0.02692103385925293, 6
60, var_q3_00_R, 3, 0.02860093116760254, 6
61, var_q3_00_R, 3, 0.027152538299560547, 6
62, var_q3_00_R, 3, 0.02756786346435547, 6
63, var_q3_00_R, 3, 0.029717445373535156, 6
64, var_q3_00_R, 3, 0.027825355529785156, 6
65, var_q3_00_R, 3, 0.02823472023010254, 6
66, var_q3_00_R, 3, 0.029072999954223633, 6
67, var_q3_00_R, 3, 0.02844405174255371, 6
68, var_q3_00_R, 3, 0.028706073760986328, 6
69, var_q3_00_R, 3, 0.028338909149169922, 6
70, var_q3_00_R, 3, 0.02823185920715332, 6
71, var_q3_00_R, 3, 0.02773451805114746, 6
72, var_q3_00_R, 3, 0.026835918426513672, 6
73, var_q3_00_R, 3, 0.02849102020263672, 6
74, var_q3_00_R, 3, 0.029428720474243164, 6
75, var_q3_00_R, 3, 0.02792978286743164, 6
76, var_q3_00_R, 3, 0.02914595603942871, 6
77, var_q3_00_R, 3, 0.029095888137817383, 6
78, var_q3_00_R, 3, 0.02914738655090332, 6
79, var_q3_00_R, 3, 0.0298616886138916, 6
80, var_q3_00_R, 3, 0.026552200317382812, 6
81, var_q3_00_R, 3, 0.026446104049682617, 6
82, var_q3_00_R, 3, 0.02841043472290039, 6
83, var_q3_00_R, 3, 0.029052019119262695, 6
84, var_q3_00_R, 3, 0.027433395385742188, 6
85, var_q3_00_R, 3, 0.028548002243041992, 6
86, var_q3_00_R, 3, 0.02717447280883789, 6
87, var_q3_00_R, 3, 0.02688312530517578, 6
88, var_q3_00_R, 3, 0.028248071670532227, 6
89, var_q3_00_R, 3, 0.026949167251586914, 6
90, var_q3_00_R, 3, 0.028394699096679688, 6
91, var_q3_00_R, 3, 0.028027057647705078, 6
92, var_q3_00_R, 3, 0.028496742248535156, 6
93, var_q3_00_R, 3, 0.02778768539428711, 6
94, var_q3_00_R, 3, 0.0281219482421875, 6
95, var_q3_00_R, 3, 0.028179407119750977, 6
96, var_q3_00_R, 3, 0.028142213821411133, 6
97, var_q3_00_R, 3, 0.027398109436035156, 6
98, var_q3_00_R, 3, 0.029140233993530273, 6
99, var_q3_00_R, 3, 0.028905391693115234, 6
0, var_q3_01_R, 3, 0.0357053279876709, 6
1, var_q3_01_R, 3, 0.029495954513549805, 6
2, var_q3_01_R, 3, 0.030170202255249023, 6
3, var_q3_01_R, 3, 0.030361652374267578, 6
4, var_q3_01_R, 3, 0.029793977737426758, 6
5, var_q3_01_R, 3, 0.02990865707397461, 6
6, var_q3_01_R, 3, 0.028417348861694336, 6
7, var_q3_01_R, 3, 0.028483867645263672, 6
8, var_q3_01_R, 3, 0.02915811538696289, 6
9, var_q3_01_R, 3, 0.029526948928833008, 6
10, var_q3_01_R, 3, 0.029834985733032227, 6
11, var_q3_01_R, 3, 0.029307842254638672, 6
12, var_q3_01_R, 3, 0.029670238494873047, 6
13, var_q3_01_R, 3, 0.028219223022460938, 6
14, var_q3_01_R, 3, 0.029623031616210938, 6
